CBOP,Suburb,Population
Australia,Buff Point,2840.0
Australia,Bullaburra,965.0
Australia,Bundeena,1448.0
Australia,Bungarribee,947.0
Australia,Burraneer,2983.0
Australia,Burwood (NSW),4014.0
Australia,Burwood Heights,498.0
Australia,Busby,2392.0
Australia,Bushells Ridge,9.0
Australia,Buxton (NSW),1720.0
Australia,Cabarita (NSW),1252.0
Australia,Cabramatta,6327.0
Australia,Cabramatta West,2984.0
Australia,Caddens,940.0
Australia,Calga,104.0
Australia,Cambridge Gardens,1617.0
Australia,Cambridge Park,5191.0
Australia,Camden,2554.0
Australia,Camden Park (NSW),1916.0
Australia,Camden South,3846.0
Australia,Cammeray,4435.0
Australia,Campbelltown (NSW),7817.0
Australia,Camperdown (NSW),5395.0
Australia,Campsie,6955.0
Australia,Canada Bay,775.0
Australia,Canley Heights,4394.0
Australia,Canley Vale,3555.0
Australia,Canoelands,129.0
Australia,Canterbury (NSW),3154.0
Australia,Canton Beach,909.0
Australia,Caringbah,8610.0
Australia,Caringbah South,10086.0
Australia,Carlingford,11083.0
Australia,Carlton (NSW),4773.0
Australia,Carnes Hill,1074.0
Australia,Carramar (NSW),1316.0
Australia,Carss Park,872.0
Australia,Cartwright,1203.0
Australia,Castle Cove,1540.0
Australia,Castle Hill (NSW),22907.0
Australia,Castlecrag,1893.0
Australia,Castlereagh,905.0
Australia,Casula,7985.0
Australia,Catherine Field,1130.0
Australia,Cattai,662.0
Australia,Cawdor (NSW),347.0
Australia,Cecil Hills,3747.0
Australia,Cecil Park,490.0
Australia,Cedar Brush Creek,80.0
Australia,Centennial Park (NSW),1345.0
Australia,Central Colo,14.0
Australia,Central Macdonald,32.0
Australia,Central Mangrove,205.0
Australia,Chain Valley Bay,1962.0
Australia,Charmhaven,2113.0
Australia,Chatswood,8047.0
Australia,Chatswood West,856.0
Australia,Cheero Point,65.0
Australia,Cheltenham (NSW),1475.0
Australia,Cherrybrook,9372.0
Australia,Chester Hill,6468.0
Australia,Chifley (NSW),2124.0
Australia,Chippendale,1796.0
Australia,Chipping Norton,5675.0
Australia,Chiswick,1638.0
Australia,Chittaway Bay,1662.0
Australia,Chittaway Point,774.0
Australia,Church Point,642.0
Australia,Claremont Meadows,3429.0
Australia,Clarendon (NSW),93.0
Australia,Clareville,534.0
Australia,Claymore,1505.0
Australia,Clemton Park,989.0
Australia,Clontarf (NSW),1084.0
Australia,Clovelly,3173.0
Australia,Clyde (NSW),3.0
Australia,Coasters Retreat,12.0
Australia,Cobbitty,1612.0
Australia,Cogra Bay,11.0
Australia,Colebee,993.0
Australia,Collaroy (NSW),5405.0
Australia,Collaroy Plateau,3502.0
Australia,Colo (Hawkesbury - NSW),50.0
Australia,Colo Heights,246.0
Australia,Colyton,5638.0
Australia,Como (NSW),3196.0
Australia,Concord,9005.0
Australia,Concord West,3724.0
Australia,Condell Park,6207.0
Australia,Connells Point,1902.0
Australia,Constitution Hill,2344.0
Australia,Coogee (NSW),8257.0
Australia,Copacabana,2165.0
Australia,Cornwallis,33.0
Australia,Cottage Point,54.0
Australia,Couridjah,241.0
Australia,Cowan,540.0
Australia,Cranebrook,12530.0
Australia,Cremorne (NSW),6275.0
Australia,Cremorne Point,1415.0
Australia,Cromer (NSW),5440.0
Australia,Cronulla,13551.0
Australia,Crows Nest (NSW),2600.0
Australia,Croydon (NSW),5693.0
Australia,Croydon Park (NSW),6160.0
Australia,Cumberland Reach,156.0
Australia,Curl Curl,1674.0
Australia,Currans Hill,4233.0
Australia,Daceyville,663.0
Australia,Daleys Point,493.0
Australia,Dangar Island,175.0
Australia,Darling Point,2267.0
Australia,Darlinghurst,5097.0
Australia,Darlington (Sydney - NSW),1367.0
Australia,Davidson,1917.0
Australia,Davistown,2065.0
Australia,Dawes Point,213.0
Australia,Dean Park,1863.0
Australia,Dee Why,11164.0
Australia,Denham Court,1141.0
Australia,Denistone,2172.0
Australia,Denistone East,1232.0
Australia,Denistone West,556.0
Australia,Dharruk,1682.0
Australia,Dolans Bay,508.0
Australia,Dolls Point,1020.0
Australia,Doonside,7072.0
Australia,Dooralong,290.0
Australia,Double Bay,2586.0
Australia,Douglas Park,1091.0
Australia,Dover Heights,2030.0
Australia,Doyalson,266.0
Australia,Doyalson North,263.0
Australia,Drummoyne,7587.0
Australia,Duffys Forest,351.0
Australia,Dulwich Hill,8033.0
Australia,Dundas (NSW),2277.0
Australia,Dundas Valley,2697.0
Australia,Dural (Hornsby - NSW),5026.0
Australia,Durren Durren,65.0
Australia,Eagle Vale,3850.0
Australia,Earlwood,10441.0
Australia,East Gosford,3052.0
Australia,East Hills,2186.0
Australia,East Killara,1247.0
Australia,East Kurrajong,1805.0
Australia,East Lindfield,2252.0
Australia,East Ryde,1772.0
Australia,Eastern Creek,516.0
Australia,Eastgardens,477.0
Australia,Eastlakes,2745.0
Australia,Eastwood (NSW),6785.0
Australia,Ebenezer (NSW),832.0
Australia,Edensor Park,4543.0
Australia,Edgecliff,1369.0
Australia,Edmondson Park,1049.0
Australia,Elanora Heights,3345.0
Australia,Elderslie (Camden - NSW),4917.0
Australia,Elizabeth Bay,2712.0
Australia,Elizabeth Hills,1295.0
Australia,Ellis Lane,699.0
Australia,Elvina Bay,42.0
Australia,Emerton,1295.0
Australia,Empire Bay,1992.0
Australia,Emu Heights (NSW),2800.0
Australia,Emu Plains,6708.0
Australia,Enfield (NSW),1406.0
Australia,Engadine,14665.0
Australia,Englorie Park,224.0
Australia,Enmore (Inner West - NSW),2420.0
Australia,Epping (NSW),9775.0
Australia,Erina,3330.0
Australia,Erina Heights,333.0
Australia,Ermington,6206.0
Australia,Erskine Park,4660.0
Australia,Erskineville,4710.0
Australia,Eschol Park,1947.0
Australia,Ettalong Beach,3649.0
Australia,Eveleigh,348.0
Australia,Fairfield (NSW),5305.0
Australia,Fairfield East,2059.0
Australia,Fairfield Heights,2526.0
Australia,Fairfield West,4836.0
Australia,Fairlight,3711.0
Australia,Faulconbridge,3319.0
Australia,Fernances,4.0
Australia,Fiddletown,176.0
Australia,Five Dock,5791.0
Australia,Forest Glen (NSW),59.0
Australia,Forest Lodge,2265.0
Australia,Forestville (NSW),5448.0
Australia,Forresters Beach,2374.0
Australia,Fountaindale,567.0
Australia,Freemans Reach,1649.0
Australia,Frenchs Forest,9271.0
Australia,Freshwater (NSW),5858.0
Australia,Galston,2445.0
Australia,Georges Hall,5764.0
Australia,Gilead,193.0
Australia,Girraween (NSW),2103.0
Australia,Gladesville,7664.0
Australia,Glebe (NSW),6291.0
Australia,Gledswood Hills,14.0
Australia,Glen Alpine,3169.0
Australia,Glenbrook,4131.0
Australia,Glendenning,2689.0
Australia,Glenfield (NSW),4342.0
Australia,Glenhaven,4768.0
Australia,Glenmore (NSW),93.0
Australia,Glenmore Park,17530.0
Australia,Glenning Valley,1684.0
Australia,Glenorie,2569.0
Australia,Glenwood (NSW),8230.0
Australia,Glenworth Valley,5.0
Australia,Glossodia,2444.0
Australia,Gordon (NSW),3668.0
Australia,Gorokan,6666.0
Australia,Gosford,2078.0
Australia,Granville (NSW),5175.0
Australia,Grasmere,1588.0
Australia,Grays Point,2585.0
Australia,Great Mackerel Beach,23.0
Australia,Green Point (Central Coast - NSW),4872.0
Australia,Green Point (Gosford - NSW),19.0
Australia,Green Valley (NSW),5655.0
Australia,Greenacre,12969.0
Australia,Greendale (Liverpool - NSW),233.0
Australia,Greenfield Park,2077.0
Australia,Greengrove,10.0
Australia,Greenhills Beach,630.0
Australia,Greenwich,3448.0
Australia,Gregory Hills,3447.0
Australia,Greystanes,14506.0
Australia,Grose Vale,1034.0
Australia,Grose Wold,509.0
Australia,Guildford (NSW),10488.0
Australia,Guildford West,2852.0
Australia,Gunderman,116.0
Australia,Gwandalan,2780.0
Australia,Gymea,5748.0
Australia,Gymea Bay,5760.0
Australia,Haberfield,4279.0
Australia,Halekulani,2115.0
Australia,Halloran,33.0
Australia,Hamlyn Terrace,4876.0
Australia,Hammondville,2408.0
Australia,Hardys Bay,183.0
Australia,Harrington Park,8268.0
Australia,Harris Park,1093.0
Australia,Hassall Grove,2610.0
Australia,Hawkesbury Heights,368.0
Australia,Haymarket,609.0
Australia,Hazelbrook,4014.0
Australia,Heathcote (NSW),5164.0
Australia,Hebersham,3290.0
Australia,Heckenberg,1586.0
Australia,Henley,321.0
Australia,Higher Macdonald,8.0
Australia,Hillsdale,2177.0
Australia,Hinchinbrook (NSW),5509.0
Australia,Hobartville (NSW),2216.0
Australia,Holgate,762.0
Australia,Holroyd,451.0
Australia,Holsworthy,3286.0
Australia,Homebush (NSW),2137.0
Australia,Homebush West,1886.0
Australia,Horningsea Park,2152.0
Australia,Hornsby,9837.0
Australia,Hornsby Heights,4393.0
Australia,Horsfield Bay,377.0
Australia,Horsley Park,1153.0
Australia,Hoxton Park,2197.0
Australia,Hunters Hill,6559.0
Australia,Huntleys Cove,471.0
Australia,Huntleys Point,102.0
Australia,Hurlstone Park,2664.0
Australia,Hurstville,8282.0
Australia,Hurstville Grove,1627.0
Australia,Illawong,5470.0
Australia,Ingleburn,8194.0
Australia,Ingleside,706.0
Australia,Jamisontown,4099.0
Australia,Jannali,4661.0
Australia,Jilliby,1359.0
Australia,Jordan Springs,3377.0
Australia,Kangaroo Point (NSW),377.0
Australia,Kangy Angy,242.0
Australia,Kanwal,3151.0
Australia,Kareela,2630.0
Australia,Kariong,4951.0
Australia,Katoomba,5787.0
Australia,Kearns,2089.0
Australia,Kellyville,17084.0
Australia,Kellyville Ridge,6085.0
Australia,Kemps Creek,1383.0
Australia,Kensington (NSW),6243.0
Australia,Kenthurst,3912.0
Australia,Kentlyn,535.0
Australia,Kiar,25.0
Australia,Killara (NSW),5670.0
Australia,Killarney Heights,2819.0
Australia,Killarney Vale,5983.0
Australia,Killcare,345.0
Australia,Killcare Heights,592.0
Australia,Kincumber,5662.0
Australia,Kincumber South,474.0
Australia,Kingfisher Shores,145.0
Australia,Kings Langley,6681.0
Australia,Kings Park (NSW),2406.0
Australia,Kingsford (NSW),5576.0
Australia,Kingsgrove,6855.0
Australia,Kingswood (Penrith - NSW),5988.0
Australia,Kirkham,558.0
Australia,Kirrawee,7153.0
Australia,Kirribilli,1980.0
Australia,Kogarah,5033.0
Australia,Kogarah Bay,1315.0
Australia,Koolewong,665.0
Australia,Ku-Ring-Gai Chase,6.0
Australia,Kulnura,480.0
Australia,Kurmond,698.0
Australia,Kurnell,1865.0
Australia,Kurraba Point,915.0
Australia,Kurrajong,2467.0
Australia,Kurrajong Heights,1038.0
Australia,Kurrajong Hills,533.0
Australia,Kyeemagh,504.0
Australia,Kyle Bay,729.0
Australia,La Perouse,295.0
Australia,Lake Haven,2695.0
Australia,Lake Munmorah,4306.0
Australia,Lakemba,5348.0
Australia,Lakesland,332.0
Australia,Lalor Park,5087.0
Australia,Lane Cove,6333.0
Australia,Lane Cove North,5909.0
Australia,Lane Cove West,1653.0
Australia,Lansdowne (Canterbury-Bankstown - NSW),5.0
Australia,Lansvale,1262.0
Australia,Lapstone,756.0
Australia,Laughtondale,71.0
Australia,Lavender Bay,527.0
Australia,Lawson (NSW),2025.0
Australia,Leets Vale,36.0
Australia,Leichhardt (NSW),9391.0
Australia,Lemon Tree,49.0
Australia,Leonay,1958.0
Australia,Leppington,2107.0
Australia,Lethbridge Park,3072.0
Australia,Leumeah,6344.0
Australia,Leura,3076.0
Australia,Lewisham (NSW),2037.0
Australia,Liberty Grove,823.0
Australia,Lidcombe,5878.0
Australia,Lilli Pilli (Sutherland Shire - NSW),1175.0
Australia,Lilyfield,5120.0
Australia,Linden (NSW),372.0
Australia,Lindfield,5543.0
Australia,Linley Point,230.0
Australia,Lisarow,4123.0
Australia,Little Bay,2376.0
Australia,Little Jilliby,61.0
Australia,Little Wobby,31.0
Australia,Liverpool,8414.0
Australia,Llandilo,1202.0
Australia,Loftus,3542.0
Australia,Londonderry (NSW),3023.0
Australia,Long Jetty,5092.0
Australia,Long Point (Campbelltown - NSW),150.0
Australia,Longueville,1489.0
Australia,Lovett Bay,66.0
Australia,Lower Macdonald,205.0
Australia,Lower Mangrove,43.0
Australia,Lower Portland,452.0
Australia,Luddenham,1447.0
Australia,Lugarno,4291.0
Australia,Lurnea,4633.0
Australia,Macmasters Beach,1067.0
Australia,Macquarie Fields,7333.0
Australia,Macquarie Links,791.0
Australia,Macquarie Park,2588.0
Australia,Magenta (NSW),148.0
Australia,Maianbar,397.0
Australia,Malabar,3662.0
Australia,Maldon (NSW),14.0
Australia,Mangrove Creek,19.0
Australia,Mangrove Mountain,548.0
Australia,Manly (NSW),8216.0
Australia,Manly Vale,3680.0
Australia,Mannering Park,2117.0
Australia,Maraylya,1017.0
Australia,Marayong,4185.0
Australia,Mardi,2737.0
Australia,Marlow,17.0
Australia,Maroota,466.0
Australia,Maroubra,15631.0
Australia,Marrickville,14734.0
Australia,Marsden Park,591.0
Australia,Marsfield,5423.0
Australia,Mascot,6098.0
Australia,Matcham,764.0
Australia,Matraville,5696.0
Australia,Mays Hill,286.0
Australia,McGraths Hill,2154.0
Australia,McMahons Point,1286.0
Australia,Meadowbank (NSW),1509.0
Australia,Medlow Bath,437.0
Australia,Megalong Valley,80.0
Australia,Mellong,0.0
Australia,Melrose Park (NSW),1053.0
Australia,Menai,7945.0
Australia,Menangle,932.0
Australia,Menangle Park,219.0
Australia,Merrylands,13027.0
Australia,Merrylands West,3268.0
Australia,Middle Cove,880.0
Australia,Middle Dural,705.0
Australia,Middleton Grange,2861.0
Australia,Miller,1797.0
Australia,Millers Point,636.0
Australia,Milperra,3202.0
Australia,Milsons Passage,7.0
Australia,Milsons Point,863.0
Australia,Minchinbury,3349.0
Australia,Minto,6366.0
Australia,Minto Heights,274.0
Australia,Miranda (NSW),10411.0
Australia,Mona Vale,7538.0
Australia,Monterey,2553.0
Australia,Mooney Mooney,238.0
Australia,Mooney Mooney Creek,16.0
Australia,Moore Park,8.0
Australia,Moorebank,6204.0
Australia,Morning Bay,11.0
Australia,Mortdale,5922.0
Australia,Mortlake (NSW),620.0
Australia,Mosman,16949.0
Australia,Mount Annan,9131.0
Australia,Mount Colah,4993.0
Australia,Mount Druitt,6814.0
Australia,Mount Elliot (NSW),137.0
Australia,Mount Hunter,602.0
Australia,Mount Irvine,17.0
Australia,Mount Kuring-Gai,1226.0
Australia,Mount Lewis,641.0
Australia,Mount Pritchard,5026.0
Australia,Mount Riverview,2493.0
Australia,Mount Tomah,56.0
Australia,Mount Vernon,803.0
Australia,Mount Victoria,727.0
Australia,Mount White,119.0
Australia,Mount Wilson,46.0
Australia,Mountain Lagoon,59.0
Australia,Mowbray Park,78.0
Australia,Mulgoa,1482.0
Australia,Mulgrave (NSW),64.0
Australia,Narara,6259.0
Australia,Narellan,2951.0
Australia,Narellan Vale,5933.0
Australia,Naremburn,3585.0
Australia,Narrabeen,5730.0
Australia,Narraweena,4276.0
Australia,Narwee,2343.0
Australia,Nattai,55.0
Australia,Nelson (The Hills Shire - NSW),384.0
Australia,Neutral Bay,5697.0
Australia,Newington (NSW),2675.0
Australia,Newport (NSW),6903.0
Australia,Newtown (NSW),8751.0
Australia,Niagara Park,2227.0
Australia,Norah Head,990.0
Australia,Noraville,2377.0
Australia,Normanhurst,3426.0
Australia,North Avoca,1755.0
Australia,North Balgowlah,2596.0
Australia,North Bondi,5142.0
Australia,North Curl Curl,2867.0
Australia,North Epping,2927.0
Australia,North Gosford,2690.0
Australia,North Manly,2095.0
Australia,North Narrabeen,4300.0
Australia,North Parramatta,6017.0
Australia,North Richmond,4142.0
Australia,North Rocks,4928.0
Australia,North Ryde,6195.0
Australia,North St Marys,2691.0
Australia,North Strathfield,1977.0
Australia,North Sydney,3693.0
Australia,North Turramurra,2591.0
Australia,North Wahroonga,1219.0
Australia,North Willoughby,2434.0
Australia,Northbridge (NSW),4292.0
Australia,Northmead,6835.0
Australia,Northwood (NSW),662.0
Australia,Oakdale (NSW),1523.0
Australia,Oakhurst (NSW),3784.0
Australia,Oakville,1586.0
Australia,Oatlands (NSW),3343.0
Australia,Oatley,7489.0
Australia,Old Guildford,1511.0
Australia,Old Toongabbie,2173.0
Australia,Oran Park,3257.0
Australia,Orangeville,1071.0
Australia,Orchard Hills,1321.0
Australia,Ourimbah,3197.0
Australia,Oxford Falls,86.0
Australia,Oxley Park,1843.0
Australia,Oyster Bay,4455.0
Australia,Paddington (NSW),7715.0
Australia,Padstow,7635.0
Australia,Padstow Heights,2618.0
Australia,Pagewood,2323.0
Australia,Palm Beach (NSW),1144.0
Australia,Palm Grove (NSW),65.0
Australia,Palmdale (NSW),77.0
Australia,Panania,8504.0
Australia,Parklea,1869.0
Australia,Parramatta,6262.0
Australia,Patonga,153.0
Australia,Peakhurst,6834.0
Australia,Peakhurst Heights,1815.0
Australia,Pearl Beach,356.0
Australia,Peats Ridge,282.0
Australia,Pemulwuy,2578.0
Australia,Pendle Hill,2810.0
Australia,Pennant Hills,4301.0
Australia,Penrith,9045.0
Australia,Penshurst (NSW),6044.0
Australia,Petersham,5057.0
Australia,Pheasants Nest,553.0
Australia,Phegans Bay,319.0
Australia,Phillip Bay,490.0
Australia,Picketts Valley,180.0
Australia,Picnic Point,4705.0
Australia,Picton (NSW),3911.0
Australia,Pitt Town,2601.0
Australia,Pitt Town Bottoms,63.0
Australia,Pleasure Point,387.0
Australia,Plumpton (NSW),4322.0
Australia,Point Clare,2861.0
Australia,Point Frederick,1332.0
Australia,Point Piper,789.0
Australia,Port Hacking,919.0
Australia,Potts Hill,348.0
Australia,Potts Point,3581.0
Australia,Prairiewood,1432.0
Australia,Prestons,8010.0
Australia,Pretty Beach (Central Coast - NSW),268.0
Australia,Prospect (NSW),2643.0
Australia,Punchbowl (Canterbury-Bankstown - NSW),9173.0
Australia,Putney,2778.0
Australia,Putty,0.0
Australia,Pymble,6239.0
Australia,Pyrmont,4706.0
Australia,Quakers Hill,15657.0
Australia,Queens Park (NSW),1932.0
Australia,Queenscliff (NSW),1915.0
Australia,Raby,4239.0
Australia,Ramsgate,711.0
Australia,Ramsgate Beach,950.0
Australia,Randwick,15492.0
Australia,Ravensdale,42.0
Australia,Razorback,867.0
Australia,Redfern,6314.0
Australia,Regents Park (NSW),2039.0
Australia,Regentville,653.0
Australia,Revesby,8232.0
Australia,Revesby Heights,1219.0
Australia,Rhodes,2239.0
Australia,Richmond (NSW),4074.0
Australia,Richmond Lowlands,29.0
Australia,Riverstone,5361.0
Australia,Riverview (NSW),2517.0
Australia,Riverwood,4807.0
Australia,Rockdale,4794.0
Australia,Rocky Point (NSW),216.0
Australia,Rodd Point,988.0
Australia,Rooty Hill,6670.0
Australia,Ropes Crossing,3228.0
Australia,Rose Bay (NSW),5409.0
Australia,Rosebery (NSW),4444.0
Australia,Rosehill (NSW),1088.0
Australia,Roselands,6412.0
Australia,Rosemeadow,5390.0
Australia,Roseville,6121.0
Australia,Roseville Chase,1095.0
Australia,Rossmore (NSW),1445.0
Australia,Rouse Hill,5447.0
Australia,Royal National Park,22.0
Australia,Rozelle,5395.0
Australia,Ruse,4208.0
Australia,Rushcutters Bay,1191.0
Australia,Russell Lea,3380.0
Australia,Rydalmere,3553.0
Australia,Ryde,12941.0
Australia,Sackville,214.0
Australia,Sackville North,234.0
Australia,Sadleir,1748.0
Australia,San Remo (NSW),3690.0
Australia,Sandringham (NSW),832.0
Australia,Sandy Point (NSW),461.0
Australia,Sans Souci,6560.0
Australia,Saratoga,3196.0
Australia,Scheyville,8.0
Australia,Schofields,3215.0
Australia,Scotland Island,372.0
Australia,Seaforth (NSW),4609.0
Australia,Sefton,2832.0
Australia,Seven Hills (NSW),10583.0
Australia,Shalvey,2284.0
Australia,Shanes Park,260.0
Australia,Shelly Beach (NSW),1132.0
Australia,Silverdale (NSW),3099.0
Australia,Silverwater (Parramatta - NSW),2205.0
Australia,Singletons Mill,0.0
Australia,Smeaton Grange,15.0
Australia,Smithfield (NSW),5498.0
Australia,Somersby,817.0
Australia,South Coogee,3360.0
Australia,South Granville,2697.0
Australia,South Hurstville,2479.0
Australia,South Maroota,436.0
