CBOP,Suburb,Population
China (excludes SARs and Taiwan),Wyoming,70.0
China (excludes SARs and Taiwan),Wyong,52.0
China (excludes SARs and Taiwan),Wyong Creek,0.0
China (excludes SARs and Taiwan),Wyongah,0.0
China (excludes SARs and Taiwan),Yagoona,381.0
China (excludes SARs and Taiwan),Yanderra,0.0
China (excludes SARs and Taiwan),Yarramalong,0.0
China (excludes SARs and Taiwan),Yarramundi,0.0
China (excludes SARs and Taiwan),Yarrawarrah,14.0
China (excludes SARs and Taiwan),Yattalunga (NSW),0.0
China (excludes SARs and Taiwan),Yellow Rock (Blue Mountains - NSW),5.0
China (excludes SARs and Taiwan),Yennora,46.0
China (excludes SARs and Taiwan),Yerranderie,0.0
China (excludes SARs and Taiwan),Yowie Bay,39.0
China (excludes SARs and Taiwan),Zetland,3125.0
India,Abbotsbury,9.0
India,Abbotsford (NSW),28.0
India,Acacia Gardens,441.0
India,Agnes Banks,0.0
India,Airds,6.0
India,Alexandria,58.0
India,Alfords Point,13.0
India,Alison (Central Coast - NSW),0.0
India,Allambie Heights,52.0
India,Allawah,143.0
India,Ambarvale,87.0
India,Annandale (NSW),59.0
India,Annangrove,3.0
India,Appin (NSW),0.0
India,Arcadia (NSW),0.0
India,Arncliffe,106.0
India,Arndell Park,0.0
India,Artarmon,455.0
India,Ashbury,28.0
India,Ashcroft,11.0
India,Ashfield (NSW),1203.0
India,Asquith,118.0
India,Auburn (NSW),1857.0
India,Austral,9.0
India,Avalon Beach,11.0
India,Avoca Beach,10.0
India,Badgerys Creek,0.0
India,Balgowlah,57.0
India,Balgowlah Heights,4.0
India,Balmain,65.0
India,Balmain East,10.0
India,Bangor (NSW),27.0
India,Banksia,16.0
India,Banksmeadow,0.0
India,Bankstown,505.0
India,Bar Point,0.0
India,Barangaroo,0.0
India,Barden Ridge,6.0
India,Bardia,143.0
India,Bardwell Park,21.0
India,Bardwell Valley,13.0
India,Bargo,4.0
India,Bass Hill,56.0
India,Bateau Bay,16.0
India,Baulkham Hills,1785.0
India,Bayview (NSW),15.0
India,Beacon Hill,49.0
India,Beaconsfield (NSW),6.0
India,Beaumont Hills,394.0
India,Beecroft,218.0
India,Belfield,59.0
India,Belimbla Park,0.0
India,Bell (NSW),0.0
India,Bella Vista,593.0
India,Bellevue Hill,50.0
India,Belmore,197.0
India,Belrose,59.0
India,Bensville,4.0
India,Berala,164.0
India,Berambing,0.0
India,Berkeley Vale,22.0
India,Berkshire Park,3.0
India,Berowra,53.0
India,Berowra Creek,0.0
India,Berowra Heights,14.0
India,Berowra Waters,0.0
India,Berrilee,0.0
India,Beverley Park,24.0
India,Beverly Hills,97.0
India,Bexley,205.0
India,Bexley North,25.0
India,Bidwill (NSW),7.0
India,Bilgola Beach,0.0
India,Bilgola Plateau,10.0
India,Bilpin,0.0
India,Birchgrove,6.0
India,Birrong,18.0
India,Blackett,18.0
India,Blackheath,11.0
India,Blacktown,6253.0
India,Blackwall (NSW),9.0
India,Blair Athol (NSW),148.0
India,Blairmount,8.0
India,Blakehurst,42.0
India,Blaxland (NSW),21.0
India,Blaxlands Ridge,0.0
India,Bligh Park,11.0
India,Blue Bay,10.0
India,Blue Haven,4.0
India,Bondi,38.0
India,Bondi Beach,47.0
India,Bondi Junction,68.0
India,Bonnet Bay,5.0
India,Bonnyrigg,32.0
India,Bonnyrigg Heights,26.0
India,Booker Bay,3.0
India,Bossley Park,53.0
India,Botany,99.0
India,Bouddi,0.0
India,Bow Bowing,46.0
India,Bowen Mountain,0.0
India,Box Hill (NSW),3.0
India,Bradbury (NSW),72.0
India,Breakfast Point,65.0
India,Brighton-le-Sands,112.0
India,Bringelly,4.0
India,Bronte,16.0
India,Brooklyn (NSW),0.0
India,Brookvale,87.0
India,Brownlow Hill,3.0
India,Budgewoi,0.0
India,Buff Point,0.0
India,Bullaburra,4.0
India,Bundeena,0.0
India,Bungarribee,699.0
India,Burraneer,9.0
India,Burwood (NSW),614.0
India,Burwood Heights,16.0
India,Busby,3.0
India,Bushells Ridge,0.0
India,Buxton (NSW),3.0
India,Cabarita (NSW),30.0
India,Cabramatta,82.0
India,Cabramatta West,5.0
India,Caddens,99.0
India,Calga,0.0
India,Cambridge Gardens,8.0
India,Cambridge Park,54.0
India,Camden,3.0
India,Camden Park (NSW),5.0
India,Camden South,3.0
India,Cammeray,104.0
India,Campbelltown (NSW),271.0
India,Camperdown (NSW),110.0
India,Campsie,794.0
India,Canada Bay,16.0
India,Canley Heights,11.0
India,Canley Vale,33.0
India,Canoelands,0.0
India,Canterbury (NSW),96.0
India,Canton Beach,0.0
India,Caringbah,121.0
India,Caringbah South,28.0
India,Carlingford,826.0
India,Carlton (NSW),155.0
India,Carnes Hill,89.0
India,Carramar (NSW),24.0
India,Carss Park,0.0
India,Cartwright,22.0
India,Castle Cove,10.0
India,Castle Hill (NSW),1245.0
India,Castlecrag,17.0
India,Castlereagh,3.0
India,Casula,386.0
India,Catherine Field,0.0
India,Cattai,0.0
India,Cawdor (NSW),0.0
India,Cecil Hills,48.0
India,Cecil Park,0.0
India,Cedar Brush Creek,0.0
India,Centennial Park (NSW),21.0
India,Central Colo,0.0
India,Central Macdonald,0.0
India,Central Mangrove,5.0
India,Chain Valley Bay,0.0
India,Charmhaven,0.0
India,Chatswood,870.0
India,Chatswood West,12.0
India,Cheero Point,0.0
India,Cheltenham (NSW),50.0
India,Cherrybrook,1239.0
India,Chester Hill,70.0
India,Chifley (NSW),23.0
India,Chippendale,141.0
India,Chipping Norton,101.0
India,Chiswick,47.0
India,Chittaway Bay,4.0
India,Chittaway Point,0.0
India,Church Point,0.0
India,Claremont Meadows,138.0
India,Clarendon (NSW),0.0
India,Clareville,0.0
India,Claymore,8.0
India,Clemton Park,11.0
India,Clontarf (NSW),3.0
India,Clovelly,14.0
India,Clyde (NSW),0.0
India,Coasters Retreat,0.0
India,Cobbitty,0.0
India,Cogra Bay,0.0
India,Colebee,194.0
India,Collaroy (NSW),40.0
India,Collaroy Plateau,4.0
India,Colo (Hawkesbury - NSW),0.0
India,Colo Heights,0.0
India,Colyton,122.0
India,Como (NSW),7.0
India,Concord,224.0
India,Concord West,110.0
India,Condell Park,68.0
India,Connells Point,9.0
India,Constitution Hill,148.0
India,Coogee (NSW),63.0
India,Copacabana,5.0
India,Cornwallis,0.0
India,Cottage Point,0.0
India,Couridjah,0.0
India,Cowan,0.0
India,Cranebrook,103.0
India,Cremorne (NSW),120.0
India,Cremorne Point,15.0
India,Cromer (NSW),42.0
India,Cronulla,42.0
India,Crows Nest (NSW),121.0
India,Croydon (NSW),153.0
India,Croydon Park (NSW),185.0
India,Cumberland Reach,0.0
India,Curl Curl,9.0
India,Currans Hill,27.0
India,Daceyville,0.0
India,Daleys Point,5.0
India,Dangar Island,0.0
India,Darling Point,21.0
India,Darlinghurst,110.0
India,Darlington (Sydney - NSW),63.0
India,Davidson,6.0
India,Davistown,3.0
India,Dawes Point,0.0
India,Dean Park,124.0
India,Dee Why,728.0
India,Denham Court,70.0
India,Denistone,57.0
India,Denistone East,43.0
India,Denistone West,16.0
India,Dharruk,16.0
India,Dolans Bay,0.0
India,Dolls Point,7.0
India,Doonside,622.0
India,Dooralong,0.0
India,Double Bay,24.0
India,Douglas Park,0.0
India,Dover Heights,18.0
India,Doyalson,0.0
India,Doyalson North,0.0
India,Drummoyne,103.0
India,Duffys Forest,0.0
India,Dulwich Hill,138.0
India,Dundas (NSW),82.0
India,Dundas Valley,88.0
India,Dural (Hornsby - NSW),137.0
India,Durren Durren,0.0
India,Eagle Vale,48.0
India,Earlwood,65.0
India,East Gosford,55.0
India,East Hills,49.0
India,East Killara,51.0
India,East Kurrajong,9.0
India,East Lindfield,27.0
India,East Ryde,21.0
India,Eastern Creek,14.0
India,Eastgardens,4.0
India,Eastlakes,119.0
India,Eastwood (NSW),446.0
India,Ebenezer (NSW),0.0
India,Edensor Park,35.0
India,Edgecliff,16.0
India,Edmondson Park,152.0
India,Elanora Heights,23.0
India,Elderslie (Camden - NSW),23.0
India,Elizabeth Bay,32.0
India,Elizabeth Hills,24.0
India,Ellis Lane,0.0
India,Elvina Bay,0.0
India,Emerton,7.0
India,Empire Bay,5.0
India,Emu Heights (NSW),13.0
India,Emu Plains,30.0
India,Enfield (NSW),67.0
India,Engadine,58.0
India,Englorie Park,20.0
India,Enmore (Inner West - NSW),21.0
India,Epping (NSW),1428.0
India,Erina,14.0
India,Erina Heights,0.0
India,Ermington,171.0
India,Erskine Park,72.0
India,Erskineville,45.0
India,Eschol Park,26.0
India,Ettalong Beach,17.0
India,Eveleigh,3.0
India,Fairfield (NSW),169.0
India,Fairfield East,15.0
India,Fairfield Heights,16.0
India,Fairfield West,34.0
India,Fairlight,17.0
India,Faulconbridge,9.0
India,Fernances,0.0
India,Fiddletown,0.0
India,Five Dock,66.0
India,Forest Glen (NSW),0.0
India,Forest Lodge,58.0
India,Forestville (NSW),39.0
India,Forresters Beach,5.0
India,Fountaindale,5.0
India,Freemans Reach,4.0
India,Frenchs Forest,93.0
India,Freshwater (NSW),24.0
India,Galston,10.0
India,Georges Hall,47.0
India,Gilead,0.0
India,Girraween (NSW),1493.0
India,Gladesville,131.0
India,Glebe (NSW),89.0
India,Gledswood Hills,0.0
India,Glen Alpine,86.0
India,Glenbrook,13.0
India,Glendenning,589.0
India,Glenfield (NSW),876.0
India,Glenhaven,67.0
India,Glenmore (NSW),0.0
India,Glenmore Park,610.0
India,Glenning Valley,4.0
India,Glenorie,8.0
India,Glenwood (NSW),2183.0
India,Glenworth Valley,0.0
India,Glossodia,0.0
India,Gordon (NSW),131.0
India,Gorokan,31.0
India,Gosford,153.0
India,Granville (NSW),1596.0
India,Grasmere,3.0
India,Grays Point,6.0
India,Great Mackerel Beach,0.0
India,Green Point (Central Coast - NSW),34.0
India,Green Point (Gosford - NSW),0.0
India,Green Valley (NSW),63.0
India,Greenacre,203.0
India,Greendale (Liverpool - NSW),0.0
India,Greenfield Park,16.0
India,Greengrove,0.0
India,Greenhills Beach,0.0
India,Greenwich,131.0
India,Gregory Hills,110.0
India,Greystanes,562.0
India,Grose Vale,0.0
India,Grose Wold,3.0
India,Guildford (NSW),383.0
India,Guildford West,31.0
India,Gunderman,0.0
India,Gwandalan,6.0
India,Gymea,28.0
India,Gymea Bay,11.0
India,Haberfield,23.0
India,Halekulani,0.0
India,Halloran,0.0
India,Hamlyn Terrace,62.0
India,Hammondville,33.0
India,Hardys Bay,0.0
India,Harrington Park,95.0
India,Harris Park,2693.0
India,Hassall Grove,127.0
India,Hawkesbury Heights,0.0
India,Haymarket,128.0
India,Hazelbrook,14.0
India,Heathcote (NSW),9.0
India,Hebersham,73.0
India,Heckenberg,12.0
India,Henley,6.0
India,Higher Macdonald,0.0
India,Hillsdale,160.0
India,Hinchinbrook (NSW),90.0
India,Hobartville (NSW),0.0
India,Holgate,0.0
India,Holroyd,113.0
India,Holsworthy,398.0
India,Homebush (NSW),1150.0
India,Homebush West,1468.0
India,Horningsea Park,40.0
India,Hornsby,1265.0
India,Hornsby Heights,118.0
India,Horsfield Bay,0.0
India,Horsley Park,16.0
India,Hoxton Park,61.0
India,Hunters Hill,64.0
India,Huntleys Cove,0.0
India,Huntleys Point,0.0
India,Hurlstone Park,42.0
India,Hurstville,452.0
India,Hurstville Grove,10.0
India,Illawong,37.0
India,Ingleburn,734.0
India,Ingleside,4.0
India,Jamisontown,76.0
India,Jannali,57.0
India,Jilliby,3.0
India,Jordan Springs,379.0
India,Kangaroo Point (NSW),0.0
India,Kangy Angy,0.0
India,Kanwal,26.0
India,Kareela,13.0
India,Kariong,27.0
India,Katoomba,41.0
India,Kearns,8.0
India,Kellyville,1182.0
India,Kellyville Ridge,867.0
India,Kemps Creek,15.0
India,Kensington (NSW),268.0
India,Kenthurst,26.0
India,Kentlyn,6.0
India,Kiar,0.0
India,Killara (NSW),194.0
India,Killarney Heights,21.0
India,Killarney Vale,14.0
India,Killcare,0.0
India,Killcare Heights,0.0
India,Kincumber,15.0
India,Kincumber South,0.0
India,Kingfisher Shores,0.0
India,Kings Langley,223.0
India,Kings Park (NSW),106.0
India,Kingsford (NSW),271.0
India,Kingsgrove,68.0
India,Kingswood (Penrith - NSW),462.0
India,Kirkham,0.0
India,Kirrawee,49.0
India,Kirribilli,79.0
India,Kogarah,890.0
India,Kogarah Bay,15.0
India,Koolewong,0.0
India,Ku-Ring-Gai Chase,0.0
India,Kulnura,0.0
India,Kurmond,7.0
India,Kurnell,0.0
India,Kurraba Point,5.0
India,Kurrajong,12.0
India,Kurrajong Heights,0.0
India,Kurrajong Hills,3.0
India,Kyeemagh,9.0
India,Kyle Bay,0.0
India,La Perouse,0.0
India,Lake Haven,21.0
India,Lake Munmorah,8.0
India,Lakemba,853.0
India,Lakesland,0.0
India,Lalor Park,193.0
India,Lane Cove,275.0
India,Lane Cove North,352.0
India,Lane Cove West,55.0
India,Lansdowne (Canterbury-Bankstown - NSW),0.0
India,Lansvale,11.0
India,Lapstone,3.0
India,Laughtondale,0.0
India,Lavender Bay,19.0
India,Lawson (NSW),0.0
India,Leets Vale,0.0
India,Leichhardt (NSW),104.0
India,Lemon Tree,0.0
India,Leonay,9.0
India,Leppington,106.0
India,Lethbridge Park,17.0
India,Leumeah,263.0
India,Leura,43.0
India,Lewisham (NSW),18.0
India,Liberty Grove,224.0
India,Lidcombe,485.0
India,Lilli Pilli (Sutherland Shire - NSW),4.0
India,Lilyfield,20.0
India,Linden (NSW),0.0
India,Lindfield,165.0
India,Linley Point,3.0
India,Lisarow,22.0
India,Little Bay,46.0
India,Little Jilliby,0.0
India,Little Wobby,0.0
India,Liverpool,1732.0
India,Llandilo,4.0
India,Loftus,6.0
India,Londonderry (NSW),4.0
India,Long Jetty,24.0
India,Long Point (Campbelltown - NSW),0.0
India,Longueville,19.0
India,Lovett Bay,0.0
India,Lower Macdonald,0.0
India,Lower Mangrove,0.0
India,Lower Portland,0.0
India,Luddenham,0.0
India,Lugarno,17.0
India,Lurnea,75.0
India,Macmasters Beach,0.0
India,Macquarie Fields,596.0
India,Macquarie Links,44.0
India,Macquarie Park,764.0
India,Magenta (NSW),4.0
India,Maianbar,0.0
India,Malabar,24.0
India,Maldon (NSW),0.0
India,Mangrove Creek,0.0
India,Mangrove Mountain,0.0
India,Manly (NSW),41.0
India,Manly Vale,82.0
India,Mannering Park,3.0
India,Maraylya,0.0
India,Marayong,699.0
India,Mardi,65.0
India,Marlow,0.0
India,Maroota,0.0
India,Maroubra,221.0
India,Marrickville,204.0
India,Marsden Park,45.0
India,Marsfield,409.0
India,Mascot,326.0
India,Matcham,6.0
India,Matraville,83.0
India,Mays Hill,113.0
India,McGraths Hill,0.0
India,McMahons Point,25.0
India,Meadowbank (NSW),395.0
India,Medlow Bath,7.0
India,Megalong Valley,0.0
India,Mellong,0.0
India,Melrose Park (NSW),16.0
India,Menai,74.0
India,Menangle,0.0
India,Menangle Park,0.0
India,Merrylands,1151.0
India,Merrylands West,164.0
India,Middle Cove,6.0
India,Middle Dural,4.0
India,Middleton Grange,59.0
India,Miller,18.0
India,Millers Point,27.0
India,Milperra,7.0
India,Milsons Passage,0.0
India,Milsons Point,54.0
India,Minchinbury,121.0
India,Minto,560.0
India,Minto Heights,0.0
India,Miranda (NSW),223.0
India,Mona Vale,37.0
India,Monterey,36.0
India,Mooney Mooney,0.0
India,Mooney Mooney Creek,0.0
India,Moore Park,0.0
India,Moorebank,217.0
India,Morning Bay,0.0
India,Mortdale,168.0
India,Mortlake (NSW),5.0
India,Mosman,227.0
India,Mount Annan,110.0
India,Mount Colah,158.0
India,Mount Druitt,708.0
India,Mount Elliot (NSW),0.0
India,Mount Hunter,0.0
India,Mount Irvine,0.0
India,Mount Kuring-Gai,21.0
India,Mount Lewis,0.0
India,Mount Pritchard,36.0
India,Mount Riverview,11.0
India,Mount Tomah,0.0
India,Mount Vernon,0.0
India,Mount Victoria,4.0
India,Mount White,0.0
India,Mount Wilson,0.0
India,Mountain Lagoon,0.0
India,Mowbray Park,0.0
India,Mulgoa,7.0
India,Mulgrave (NSW),0.0
India,Narara,42.0
India,Narellan,17.0
India,Narellan Vale,37.0
India,Naremburn,85.0
India,Narrabeen,39.0
India,Narraweena,30.0
India,Narwee,74.0
India,Nattai,0.0
India,Nelson (The Hills Shire - NSW),0.0
India,Neutral Bay,143.0
India,Newington (NSW),173.0
India,Newport (NSW),36.0
India,Newtown (NSW),93.0
India,Niagara Park,0.0
India,Norah Head,0.0
India,Noraville,0.0
India,Normanhurst,170.0
India,North Avoca,0.0
India,North Balgowlah,0.0
India,North Bondi,47.0
India,North Curl Curl,3.0
India,North Epping,155.0
India,North Gosford,60.0
India,North Manly,14.0
India,North Narrabeen,17.0
India,North Parramatta,1036.0
India,North Richmond,4.0
India,North Rocks,158.0
India,North Ryde,289.0
India,North St Marys,33.0
India,North Strathfield,295.0
India,North Sydney,331.0
India,North Turramurra,42.0
India,North Wahroonga,43.0
India,North Willoughby,45.0
India,Northbridge (NSW),30.0
India,Northmead,515.0
India,Northwood (NSW),3.0
India,Oakdale (NSW),0.0
India,Oakhurst (NSW),208.0
India,Oakville,6.0
India,Oatlands (NSW),141.0
India,Oatley,64.0
India,Old Guildford,9.0
India,Old Toongabbie,124.0
India,Oran Park,97.0
India,Orangeville,0.0
India,Orchard Hills,22.0
India,Ourimbah,15.0
India,Oxford Falls,0.0
India,Oxley Park,59.0
India,Oyster Bay,21.0
India,Paddington (NSW),50.0
India,Padstow,257.0
India,Padstow Heights,18.0
India,Pagewood,27.0
India,Palm Beach (NSW),0.0
India,Palm Grove (NSW),0.0
India,Palmdale (NSW),0.0
India,Panania,174.0
India,Parklea,401.0
India,Parramatta,7692.0
India,Patonga,0.0
India,Peakhurst,94.0
India,Peakhurst Heights,5.0
India,Pearl Beach,5.0
India,Peats Ridge,0.0
India,Pemulwuy,473.0
India,Pendle Hill,1456.0
India,Pennant Hills,286.0
India,Penrith,329.0
India,Penshurst (NSW),283.0
India,Petersham,45.0
India,Pheasants Nest,0.0
India,Phegans Bay,0.0
India,Phillip Bay,9.0
India,Picketts Valley,0.0
India,Picnic Point,44.0
India,Picton (NSW),11.0
India,Pitt Town,9.0
India,Pitt Town Bottoms,0.0
India,Pleasure Point,23.0
India,Plumpton (NSW),320.0
India,Point Clare,22.0
India,Point Frederick,38.0
India,Point Piper,12.0
India,Port Hacking,3.0
India,Potts Hill,28.0
India,Potts Point,67.0
India,Prairiewood,19.0
India,Prestons,538.0
India,Pretty Beach (Central Coast - NSW),3.0
India,Prospect (NSW),216.0
India,Punchbowl (Canterbury-Bankstown - NSW),141.0
India,Putney,38.0
India,Putty,0.0
India,Pymble,231.0
India,Pyrmont,369.0
India,Quakers Hill,2801.0
India,Queens Park (NSW),14.0
India,Queenscliff (NSW),9.0
India,Raby,105.0
India,Ramsgate,14.0
India,Ramsgate Beach,14.0
India,Randwick,351.0
India,Ravensdale,0.0
India,Razorback,7.0
India,Redfern,119.0
India,Regents Park (NSW),116.0
India,Regentville,0.0
India,Revesby,357.0
India,Revesby Heights,12.0
India,Rhodes,528.0
India,Richmond (NSW),30.0
India,Richmond Lowlands,0.0
India,Riverstone,152.0
India,Riverview (NSW),30.0
India,Riverwood,155.0
India,Rockdale,475.0
India,Rocky Point (NSW),0.0
India,Rodd Point,15.0
India,Rooty Hill,668.0
India,Ropes Crossing,629.0
India,Rose Bay (NSW),57.0
India,Rosebery (NSW),108.0
India,Rosehill (NSW),957.0
India,Roselands,144.0
India,Rosemeadow,127.0
India,Roseville,138.0
India,Roseville Chase,13.0
India,Rossmore (NSW),4.0
India,Rouse Hill,175.0
India,Royal National Park,0.0
India,Rozelle,63.0
India,Ruse,44.0
India,Rushcutters Bay,43.0
India,Russell Lea,14.0
India,Rydalmere,172.0
India,Ryde,815.0
India,Sackville,0.0
India,Sackville North,0.0
India,Sadleir,9.0
India,San Remo (NSW),7.0
India,Sandringham (NSW),3.0
India,Sandy Point (NSW),0.0
India,Sans Souci,46.0
India,Saratoga,6.0
India,Scheyville,0.0
India,Schofields,389.0
India,Scotland Island,0.0
India,Seaforth (NSW),30.0
India,Sefton,25.0
India,Seven Hills (NSW),1635.0
India,Shalvey,5.0
India,Shanes Park,0.0
India,Shelly Beach (NSW),0.0
India,Silverdale (NSW),0.0
India,Silverwater (Parramatta - NSW),73.0
India,Singletons Mill,0.0
India,Smeaton Grange,0.0
India,Smithfield (NSW),54.0
India,Somersby,3.0
India,South Coogee,28.0
India,South Granville,55.0
India,South Hurstville,50.0
India,South Maroota,0.0
India,South Penrith,131.0
India,South Turramurra,51.0
India,South Wentworthville,459.0
India,South Windsor,16.0
India,Spencer,0.0
India,Spring Farm (NSW),36.0
India,Springfield (Central Coast - NSW),8.0
India,Springwood (NSW),19.0
India,St Albans (NSW),0.0
India,St Andrews (NSW),145.0
India,St Clair (Penrith - NSW),384.0
India,St Helens Park,58.0
India,St Huberts Island,9.0
India,St Ives (NSW),261.0
India,St Ives Chase,47.0
India,St Johns Park,4.0
India,St Leonards (NSW),321.0
India,St Marys (NSW),384.0
India,St Peters (NSW),14.0
India,Stanhope Gardens,841.0
India,Stanmore (NSW),60.0
India,Strathfield (NSW),2596.0
India,Strathfield South,184.0
India,Summer Hill (Inner West - NSW),96.0
India,Summerland Point,0.0
India,Sun Valley (NSW),0.0
India,Surry Hills,125.0
India,Sutherland (NSW),156.0
India,Sydenham (NSW),11.0
India,Sydney,606.0
India,Sydney Olympic Park,80.0
India,Sylvania,32.0
India,Sylvania Waters,22.0
India,Tacoma,0.0
India,Tacoma South,0.0
India,Tahmoor,15.0
India,Tamarama,0.0
India,Taren Point,0.0
India,Tascott,6.0
India,Telopea,83.0
India,Tempe,21.0
India,Tennyson (NSW),0.0
India,Tennyson Point,9.0
India,Terrey Hills,12.0
India,Terrigal,62.0
India,The Entrance,21.0
India,The Entrance North,0.0
India,The Oaks,0.0
India,The Ponds,1679.0
India,The Rocks (Sydney - NSW),11.0
India,The Slopes,0.0
India,Theresa Park,0.0
India,Thirlmere,6.0
India,Thornleigh,251.0
India,Toongabbie (NSW),2073.0
India,Toowoon Bay,0.0
India,Toukley,12.0
India,Tregear,11.0
India,Tuggerah,16.0
India,Tuggerawong,4.0
India,Tumbi Umbi,8.0
India,Turramurra,264.0
India,Turrella,35.0
India,Ultimo,219.0
India,Umina Beach,34.0
India,Upper Colo,0.0
India,Upper Macdonald,0.0
India,Valley Heights,3.0
India,Varroville,0.0
India,Vaucluse,36.0
India,Villawood,21.0
India,Vineyard,3.0
India,Voyager Point,120.0
India,Wadalba,18.0
India,Wagstaffe,0.0
India,Wahroonga,380.0
India,Waitara,621.0
India,Wakeley,7.0
India,Wallacia,6.0
India,Wallarah,0.0
India,Wamberal,16.0
India,Wareemba,6.0
India,Warnervale,0.0
India,Warragamba,0.0
India,Warrawee,62.0
India,Warriewood,52.0
India,Warrimoo,6.0
India,Warwick Farm,382.0
India,Watanobbi,18.0
India,Waterfall,0.0
India,Waterloo (NSW),144.0
India,Watsons Bay,4.0
India,Wattle Grove (NSW),372.0
India,Waverley (NSW),23.0
India,Waverton,50.0
India,Webbs Creek,0.0
India,Wedderburn (NSW),0.0
India,Wendoree Park,0.0
India,Wentworth Falls,21.0
India,Wentworth Point,174.0
India,Wentworthville,2992.0
India,Werombi,0.0
India,Werrington,136.0
India,Werrington County,32.0
India,Werrington Downs,30.0
India,West Gosford,11.0
India,West Hoxton,114.0
India,West Pennant Hills,595.0
India,West Pymble,80.0
India,West Ryde,824.0
India,Westleigh,94.0
India,Westmead,5929.0
India,Wetherill Park,25.0
India,Whalan,57.0
India,Whale Beach,0.0
India,Wheeler Heights,16.0
India,Wheeny Creek,0.0
India,Wilberforce (NSW),0.0
India,Wiley Park,360.0
India,Willmot,6.0
India,Willoughby (NSW),86.0
India,Willoughby East,8.0
India,Wilton (NSW),5.0
India,Windsor (NSW),11.0
India,Windsor Downs,4.0
India,Winmalee,15.0
India,Winston Hills,287.0
India,Wisemans Ferry,0.0
India,Wolli Creek,185.0
India,Wollstonecraft,161.0
India,Wondabyne,0.0
India,Woodbine (NSW),46.0
India,Woodcroft (NSW),711.0
India,Woodford (NSW),15.0
India,Woodpark,22.0
India,Woollahra,42.0
India,Woolloomooloo,36.0
India,Woolooware,10.0
India,Woolwich,9.0
India,Woongarrah,33.0
India,Woronora,4.0
India,Woronora Heights,9.0
India,Woy Woy,50.0
India,Woy Woy Bay,0.0
India,Wrights Creek (NSW),0.0
India,Wyoming,71.0
India,Wyong,41.0
India,Wyong Creek,0.0
India,Wyongah,5.0
India,Yagoona,126.0
India,Yanderra,3.0
India,Yarramalong,0.0
India,Yarramundi,0.0
India,Yarrawarrah,8.0
India,Yattalunga (NSW),0.0
India,Yellow Rock (Blue Mountains - NSW),0.0
India,Yennora,8.0
India,Yerranderie,0.0
India,Yowie Bay,11.0
India,Zetland,53.0
Vietnam,Abbotsbury,116.0
Vietnam,Abbotsford (NSW),33.0
Vietnam,Acacia Gardens,8.0
Vietnam,Agnes Banks,0.0
Vietnam,Airds,11.0
Vietnam,Alexandria,57.0
Vietnam,Alfords Point,30.0
Vietnam,Alison (Central Coast - NSW),0.0
Vietnam,Allambie Heights,11.0
Vietnam,Allawah,36.0
Vietnam,Ambarvale,20.0
Vietnam,Annandale (NSW),37.0
Vietnam,Annangrove,0.0
Vietnam,Appin (NSW),4.0
Vietnam,Arcadia (NSW),0.0
Vietnam,Arncliffe,125.0
Vietnam,Arndell Park,0.0
Vietnam,Artarmon,64.0
Vietnam,Ashbury,10.0
Vietnam,Ashcroft,246.0
Vietnam,Ashfield (NSW),298.0
Vietnam,Asquith,33.0
Vietnam,Auburn (NSW),766.0
Vietnam,Austral,23.0
Vietnam,Avalon Beach,3.0
Vietnam,Avoca Beach,0.0
Vietnam,Badgerys Creek,0.0
Vietnam,Balgowlah,17.0
Vietnam,Balgowlah Heights,0.0
Vietnam,Balmain,45.0
Vietnam,Balmain East,0.0
Vietnam,Bangor (NSW),5.0
Vietnam,Banksia,50.0
Vietnam,Banksmeadow,0.0
Vietnam,Bankstown,4511.0
Vietnam,Bar Point,0.0
Vietnam,Barangaroo,0.0
Vietnam,Barden Ridge,3.0
Vietnam,Bardia,20.0
Vietnam,Bardwell Park,35.0
Vietnam,Bardwell Valley,13.0
Vietnam,Bargo,3.0
Vietnam,Bass Hill,656.0
Vietnam,Bateau Bay,0.0
Vietnam,Baulkham Hills,137.0
Vietnam,Bayview (NSW),4.0
Vietnam,Beacon Hill,19.0
Vietnam,Beaconsfield (NSW),18.0
Vietnam,Beaumont Hills,25.0
Vietnam,Beecroft,66.0
Vietnam,Belfield,73.0
Vietnam,Belimbla Park,0.0
Vietnam,Bell (NSW),0.0
Vietnam,Bella Vista,53.0
Vietnam,Bellevue Hill,16.0
Vietnam,Belmore,452.0
Vietnam,Belrose,4.0
Vietnam,Bensville,4.0
Vietnam,Berala,734.0
Vietnam,Berambing,0.0
Vietnam,Berkeley Vale,0.0
Vietnam,Berkshire Park,31.0
Vietnam,Berowra,14.0
Vietnam,Berowra Creek,0.0
Vietnam,Berowra Heights,6.0
Vietnam,Berowra Waters,3.0
Vietnam,Berrilee,0.0
Vietnam,Beverley Park,8.0
Vietnam,Beverly Hills,216.0
Vietnam,Bexley,156.0
Vietnam,Bexley North,64.0
Vietnam,Bidwill (NSW),10.0
Vietnam,Bilgola Beach,0.0
Vietnam,Bilgola Plateau,4.0
Vietnam,Bilpin,0.0
Vietnam,Birchgrove,5.0
Vietnam,Birrong,524.0
Vietnam,Blackett,11.0
Vietnam,Blackheath,4.0
Vietnam,Blacktown,121.0
Vietnam,Blackwall (NSW),0.0
Vietnam,Blair Athol (NSW),16.0
Vietnam,Blairmount,3.0
